,Nom,Né le,Département de naissance,Département de mort
8729,"Louis, Charles, Alexandre Estancelin",6 juillet 1823,Seine-Inférieure,Seine-Maritime
8730,"Louis, Cyprien Poujade",1er juillet 1823,Vaucluse,Vaucluse
8731,"Jérôme, Frédéric, Paul David",29 juin 1823,Gironde,Inconnu
8732,Edmond de Hault de Pressensé,21 juin 1823,Seine,Paris
8733,Alcée Froin,16 juin 1823,Gironde,Gironde
8734,"Gustave, Paul Cluseret",13 juin 1823,Seine,Var
8735,"Jean-Pierre, Henri Lamorte",7 juin 1823,Drôme,Drôme
8736,"Louis, Privat, Camille Vielfaure",5 juin 1823,Ardèche,Paris
8737,François de Montera,27 mai 1823,Haute-Corse,Haute-Corse
8738,"Joannès, Jean, Marie Terme",11 mai 1823,Rhône,Inconnu
8739,"Sampiero, Jean, Augustin Gavini",11 mai 1823,Haute-Corse,Haute-Corse
8740,"Stanislas, Charles Daniel de Vauguyon",4 mai 1823,Sarthe,Yvelines
8741,"Henri, Laurent, Auguste Dugas",27 avril 1823,Rhône,Inconnu
8742,"Julien, Henri Chevreau",27 avril 1823,Seine,Essonne
8743,Bernard Roudier,25 avril 1823,Gironde,Gironde
8744,"Ernest, François, Joseph Deusy",23 avril 1823,Indre,Inconnu
8745,Eutrope Dupon,20 avril 1823,Charente-Inférieure,Charente-Maritime
8746,"Victor, Jules, Dunon Cirier",16 avril 1823,Nord,Paris
8747,Ambroise Vente,2 avril 1823,Seine,Paris
8748,Eugène Janvier de la Motte,27 mars 1823,Paris,Inconnu
8749,Eugène Janvier de la Motte,27 mars 1823,Mayenne,Paris
8750,Eugène Janvier de la Motte,14 avril 1800,Paris,Inconnu
8751,Eugène Janvier de la Motte,14 avril 1800,Mayenne,Paris
8752,"Napoléon, Louis, Marie, Hélène Gourgaud",26 mars 1823,Seine,Paris
8753,Antoine Chanzy,18 mars 1823,Ardennes,Paris
8754,"Pierre, Louis, Jérôme, Gustave de Combarieu",7 mars 1823,Isère,Inconnu
8755,"Joseph, Anatole Bosquillon de Frescheville",23 février 1823,Basses-Pyrénées,Paris
8756,"Jules, Benoît Logerotte",19 février 1823,Inconnu,Inconnu
8757,"Porphyre, Henri Labitte",19 février 1823,Somme,Inconnu
8758,Pierre Chabrié,15 février 1823,Inconnu,Inconnu
8759,"Constant, Louis Jaurès",3 février 1823,Tarn,Paris
8760,"Henri, Pierre, Edmond Dufaur de Gavardie",2 février 1823,Landes,Inconnu
8761,"Edme, Charles, Philippe Lepère",1er février 1823,Yonne,Yonne
8762,"Auguste, Pierre Le Provost de Launay",25 janvier 1823,Côtes,Côtes
8763,Pierre Denfert-Rochereau,11 janvier 1823,Deux-Sèvres,Yvelines
8764,"Armand, Félix Fresneau",5 janvier 1823,Paris,Inconnu
8765,"Charles, Jean, Victor Buvignier",1er janvier 1823,Meuse,Meuse
8766,"Henri, Paul, Marie Didier",1er janvier 1823,Seine-Inférieure,Paris
8767,"Arthur, Jean, Marie Chalamet",19 décembre 1822,Ardèche,Paris
8768,"Marie, Joseph, Alcide Teissier de Cadillan",10 décembre 1822,Vaucluse,Inconnu
8769,"Jean, Joseph, Marie, Eugène Adnet",4 décembre 1822,Landes,Hautes-Pyrénées
8770,Jean-Baptiste Héral,28 novembre 1822,Tarn,Tarn
8771,"Charles, Ferdinand, Pierre du Camboust de Coislin",15 novembre 1822,Inconnu,Inconnu
8772,"Charles, Nicolas Lacretelle",30 octobre 1822,Meurthe,Inconnu
8773,"Henri, Léopold, Charles de Sers",25 octobre 1822,Haute-Garonne,Inconnu
8774,"Louis, Marius Astouin",19 octobre 1822,Inconnu,Inconnu
8775,"Jean, Joseph, Dominique, Hermaud Sarrette",18 octobre 1822,Inconnu,Inconnu
8776,"Pierre, Ernest Pinard",10 octobre 1822,Ain,Inconnu
8777,Henri Haulon,2 octobre 1822,Haute-Garonne,Pyrénées-Atlantiques
8778,"Henri, Charles, Louis de Beurges",25 septembre 1822,Meuse,Haute-Marne
8779,"Xavier, Jules, Marie Bouquet",22 septembre 1822,Inconnu,Inconnu
8780,Antonin Vilcocq,14 septembre 1822,Seine,Paris
8781,"Emile, Anatole Bottieau",12 septembre 1822,Nord,Paris
8782,Sébastien Commissaire,10 septembre 1822,Jura,Rhône
8783,"Napoléon, Jérôme Bonaparte",9 septembre 1822,Inconnu,Inconnu
8784,Arthur Le Cherbonnier,9 septembre 1822,Indre,Corrèze
8785,"Alexandre, Eugène Caillaux",8 septembre 1822,Loiret,Paris
8786,"Alfred, Pierre, Théodore Talandier",7 septembre 1822,Haute-Vienne,Paris
8787,Edmond Tiersot,29 août 1822,Ain,Paris
8788,"Charles, André Seignobos",25 août 1822,Ardèche,Paris
8789,"César, Alexandre, Anatole Bartholoni",22 août 1822,Haute-Savoie,Inconnu
8790,Jean-Baptiste Lafon de Fongaufier,21 août 1822,Dordogne,Paris
8791,"Charles, Alfred de Janzé",15 août 1822,Seine,Paris
8792,"François, Emile Villiers",4 août 1822,Loiret,Finistère
8793,"Félicien, Jacques, Augustin Barcilon",25 juillet 1822,Vaucluse,Vaucluse
8794,Charles Dupont de l'Eure,24 juillet 1822,Eure,Paris
8795,"Roger, Adrien de Riencourt",14 juillet 1822,Paris,Inconnu
8796,"André, Germain, Casimir Prétavoine",29 juin 1822,Eure,Paris
8797,"Gustave, Amédée Humbert",28 juin 1822,Moselle,Haute-Garonne
8798,"François, Philibert Gilliot",20 juin 1822,Inconnu,Inconnu
8799,Charles Leclère,10 juin 1822,Manche,Inconnu
8800,"Raymond, Henri Noubel",2 juin 1822,Paris,Inconnu
8801,"Lucien, Henri, Louis Brun",2 juin 1822,Ain,Ain
8802,"Gustave, Paul Rauline",1er juin 1822,Manche,Manche
8803,Antoine-Daniel Chevandier,27 mai 1822,Drôme,Paris
8804,Frédéric Passy,20 mai 1822,Seine,Inconnu
8805,"Césaire, Léon, Amaudric du Chaffault",19 mai 1822,Basses-Alpes,Inconnu
8806,"Hector, Alexandre Bartoli",11 mai 1822,Inconnu,Inconnu
8807,"Eugène, Alexandre Parry",2 mai 1822,Creuse,Creuse
8808,"François, Edmond Rattier",30 avril 1822,Seine,Paris
8809,"Marie, Edmond Valentin",27 avril 1822,Bas-Rhin,Paris
8810,"Etienne, Henri Garnier",27 avril 1822,Yonne,Paris
8811,Jean Chantagrel,14 avril 1822,Inconnu,Inconnu
8812,"Jules, Marie, Denis Buisson",3 avril 1822,Aude,Aude
8813,"Joseph, Marie, Mélite Roullet de la Bouillerie",26 mars 1822,Seine,Inconnu
8814,"Pierre, Bernard, Achille Latour",7 mars 1822,Haute-Garonne,Haute-Garonne
8815,"Jean, Félix, Eugène Barailler",3 mars 1822,Somme,Somme
8816,"Armand, Félix Rivière",1er mars 1822,Inconnu,Inconnu
8817,Patrick O'Quin,21 février 1822,Basses-Pyrénées,Pyrénées-Atlantiques
8818,"Pierre, Celestin Latour du Moulin",18 février 1822,Gironde,Loiret
8819,"Désiré, Jean-Baptiste, François Bancel",12 février 1822,Ardèche,Ardèche
8820,"Joseph, Ambroise Bully",8 février 1822,Paris,Inconnu
8821,"Henri, Pierre, Charles Ponthier de Chamaillard",7 février 1822,Finistère,Finistère
8822,"Jules, Joseph Portalis",28 janvier 1822,Seine,Paris
8823,Achille Screpel,22 janvier 1822,Nord,Nord
8824,"Jean, Placide Turigny",17 janvier 1822,Nièvre,Nièvre
8825,"Henri, Eugène, Philippe d'Orléans Duc d'Aumale",16 janvier 1822,Seine,Inconnu
8826,Frédéric Hartmann,4 janvier 1822,Haut-Rhin,Paris
8827,Raoul Charlemagne,28 décembre 1821,Indre,Indre
8828,"Ernest, Louis, Joseph Picard",24 décembre 1821,Seine,Paris
8829,Théobald de Soland,1er décembre 1821,Inconnu,Inconnu
8830,"Delphe, Auguste Labitte",30 novembre 1821,Oise,Oise
8831,"Charles, Marie Brun",22 novembre 1821,Var,Paris
8832,"Aldebert, Joseph, Dominique Pineton de Chambrun",19 novembre 1821,Seine,Paris
8833,Honoré Reverchon,13 novembre 1821,Jura,Ardennes
8834,"Cyprien, Bernard Chaix",11 novembre 1821,Hautes-Alpes,Paris
8835,Nicolas Claude,11 novembre 1821,Vosges,Paris
8836,Gabriel Lacoste de Belcastel,26 octobre 1821,Haute-Garonne,Haute-Garonne
8837,Joseph Nédellec,7 octobre 1821,Finistère,Finistère
8838,"Jacques, Louis Laget",30 septembre 1821,Lozère,Gard
8839,Jean Marrot,27 septembre 1821,Charente,Charente
8840,"Charles, Auguste Lefebvre",9 septembre 1821,Nord,Yvelines
8841,Alexandre Papon,5 septembre 1821,Eure,Inconnu
8842,"Joseph, Laurent Hillion",3 septembre 1821,Côtes,Côtes
8843,"François, Marie Jollivet de Castellot",1er septembre 1821,Morbihan,Morbihan
8844,"Louis, Laurent, Gabriel de Mortillet",29 août 1821,Isère,Yvelines
8845,Charles Emile Alexandre,23 août 1821,Finistère,Inconnu
8846,"François, Tiburce Féraud",18 août 1821,Hautes-Pyrénées,Paris
8847,"Pierre, Napoléon Dupont-Delporte",14 août 1821,Seine,Inconnu
8848,"Louis, Jules, Ernest Denormandie",6 août 1821,Seine,Paris
8849,"Charles, François, Hervé Mangon",31 juillet 1821,Seine,Paris
8850,Eugène Michel,23 juillet 1821,Basses-Alpes,Inconnu
8851,"Claude, Auguste Jouve",21 juillet 1821,Haute-Loire,Loire
8852,Adolphe Fraissinet,19 juillet 1821,Inconnu,Inconnu
8853,"Raymond, Martial Bastid",30 juin 1821,Cantal,Paris
8854,"Olivier, Charles, Marie de La Poèze",25 juin 1821,Loire-Inférieure,Inconnu
8855,Jean-François Huon,21 juin 1821,Côtes,Paris
8856,"Jacques, Victor, Albert de Broglie",13 juin 1821,Seine,Paris
8857,"François, Maximin Valentin",11 juin 1821,Hérault,Paris
8858,"Albert, Pierre de Dalmas",10 juin 1821,Seine,Pyrénées-Atlantiques
8859,Emile Rouillé,2 juin 1821,Vendée,Vendée
8860,"Séverin, Paul Abbatucci",1er juin 1821,Inconnu,Inconnu
8861,"Gustave, Louis Jametel",28 mai 1821,Seine,Pyrénées-Atlantiques
8862,Jules Deregnaucourt,28 mai 1821,Nord,Nord
8863,"Pierre,Marie, Henri Vinay",9 mai 1821,Haute-Loire,Haute-Loire
8864,"Eugène, Jean, François, Pascal Pressat",23 avril 1821,Haute-Vienne,Haute-Vienne
8865,Jacques de Pourtalès,19 avril 1821,Seine,Essonne
8866,Auguste Philippoteaux,17 avril 1821,Ardennes,Ardennes
8867,"Charles, Théophile de Plazanet",15 avril 1821,Seine,Paris
8868,"Jean-Marie, Henri de Grasset",8 avril 1821,Hérault,Hérault
8869,Anatole de La Forge,1er avril 1821,Seine,Paris
8870,Alexandre Robinet de La Serve,30 mars 1821,Seine,Inconnu
8871,Félix de Tarteron,28 mars 1821,Gard,Lieu
8872,Louis Florent-Lefebvre,26 mars 1821,Inconnu,Inconnu
8873,"Louis, Auguste Cadet",23 mars 1821,Cher,Paris
8874,"Honoré, Didier Roux",21 mars 1821,Inconnu,Inconnu
8875,"Pierre, Eugène Flottard",21 mars 1821,Loire,Rhône
8876,"Paul, Louis Target",7 mars 1821,Calvados,Calvados
8877,Emile Trélat,6 mars 1821,Seine,Paris
8878,"Henri, Raymond Bompard",2 mars 1821,Meuse,Paris
8879,"Charles, Donatien, Amédée de Gouvello",22 février 1821,Morbihan,Inconnu
8880,"Antoine, Anne-Marie Bard",17 février 1821,Paris,Inconnu
8881,"Théodore, Jules, Joseph Cazot",11 février 1821,Gard,Gard
8882,"Jean, Simon Dauphinot",24 janvier 1821,Marne,Marne
8883,Jean-Louis Lepouzé,20 janvier 1821,Eure,Eure
8884,"Auguste, Antoine de Fourment",18 janvier 1821,Seine,Inconnu
8885,"Jean-Baptiste, Louis Trystram",9 janvier 1821,Nord,Nord
8886,Emile Ferry,7 janvier 1821,Seine,Paris
8887,"François, Adrien, Ferdinand Malézieux",3 janvier 1821,Aisne,Aisne
8888,"Lionel, Hippolyte, Alexandre, Paul de Toulongeon",31 décembre 1820,Jura,Inconnu
8889,"Nicolas, Jules Grout",28 décembre 1820,Seine-Inférieure,Seine-Maritime
8890,"Louis, Clovis Vernet",25 décembre 1820,Ardèche,Ardèche
8891,"Charles, Gustave, Albert Boell",17 décembre 1820,Bas-Rhin,Inconnu
8892,François Lalande,10 décembre 1820,Gironde,Gironde
8893,"Paul, Eugène Bontoux",9 décembre 1820,Hautes-Alpes,Alpes-Maritimes
8894,Léonce Destremx,5 décembre 1820,Gard,Gard
8895,Jean-Claude Colfavru,1er décembre 1820,Paris,Inconnu
8896,"Gaston, Paul Verbigier de Saint-Paul",20 novembre 1820,Ariège,Ariège
8897,"Edmond, Pierre Doré-Graslin",19 novembre 1820,Loire-Inférieure,Loire-Atlantique
8898,"Pierre, Marie, Alexandre de Lagrevol",16 novembre 1820,Haute-Loire,Inconnu
8899,"Jean, Henri Prévost-Sansac de Touchimbert",7 novembre 1820,Deux-Sèvres,Vienne
8900,"Michel, Marcellin Vétillart",28 octobre 1820,Sarthe,Sarthe
8901,"Charles, Julien Rioust de Largentaye",26 octobre 1820,Côtes,Côtes
8902,"Emile, Hercule Vernhes",20 octobre 1820,Hérault,Paris
8903,Denis Gavini,8 octobre 1820,Haute-Corse,Paris
8904,"Achille, Constantin, Antide Viallet",6 octobre 1820,Savoie,Yvelines
8905,"Charles, Marie de Bryas",3 octobre 1820,Seine,Alpes-Maritimes
8906,Alfred Monnet,1er octobre 1820,Deux-Sèvres,Paris
8907,"Jean-Baptiste, Augustin Dumon",30 septembre 1820,Gers,Inconnu
8908,"Pierre, François Brasme",29 septembre 1820,Inconnu,Inconnu
8909,Emile Carrey,26 septembre 1820,Seine,Paris
8910,"Emile, Louis, Marie Aymé de la Chevrelière",22 septembre 1820,Deux-Sèvres,Vienne
8911,"Maurice, Claude Aubry",22 septembre 1820,Vosges,Paris
8912,"Alphonse, Louis, Ferdinand Bergerot",7 septembre 1820,Gironde,Nord
8913,Henri Bordet,6 septembre 1820,Inconnu,Inconnu
8914,"Paul, Antoine, François Dussaussoy-Hubert",5 septembre 1820,Haute-Garonne,Inconnu
8915,"Augustin, Thomas Pouyer-Quertier",2 septembre 1820,Seine-Inférieure,Seine-Maritime
8916,Théobald Dezanneau,1er septembre 1820,Loire-Inférieure,Loire-Atlantique
8917,Adrien Bonnet,29 août 1820,Gironde,Lieu
8918,Jean-Baptiste Boichot,20 août 1820,Haute-Marne,Inconnu
8919,"Ernest, Amand Chevalier",14 août 1820,Eure,Paris
8920,"Aristide, Pierre, Hercule Nioche",8 août 1820,Inconnu,Inconnu
8921,"César, Florimond de Fay de La Tour-Maubourg",22 juillet 1820,Paris,Inconnu
8922,Jean-Pierre Joliot,12 juillet 1820,Isère,Isère
8923,"Marc, Gusman Serph",12 juillet 1820,Vienne,Vienne
8924,Joseph Fourcade,9 juillet 1820,Hérault,Tarn
8925,"Jules, Gabriel de Vinols de Montfleury",30 juin 1820,Haute-Loire,Haute-Loire
8926,Ambroise Bravet,30 juin 1820,Isère,Isère
8927,"Anatole, Jean, Louis Lemercier",25 juin 1820,Paris,Inconnu
8928,Amédée Beau,24 juin 1820,Seine,Orne
8929,"Jean-Paul, Auguste Journu",16 juin 1820,Gironde,Gironde
8930,"Jean-Marie, Théophile de Saincthorent",7 juin 1820,Creuse,Creuse
8931,"Pierre, Paul, Eugène Ducamp",5 juin 1820,Corrèze,Yvelines
8932,"Antoine, Giudice Graziani",2 juin 1820,Haute-Corse,Paris
8933,Albert Ducroz,21 mai 1820,Haute-Savoie,Haute-Savoie
8934,Jean-Baptiste dit Joannis Ferrouillat,4 mai 1820,Hérault,Inconnu
8935,Pierre Durant,25 avril 1820,Ain,Rhône
8936,"Antoine, dit Frédéric Salveton",20 avril 1820,Haute-Loire,Inconnu
8937,Charles Jouffroy d'Abbans,20 avril 1820,Doubs,Doubs
8938,Honoré Chancel,19 avril 1820,Hautes-Alpes,Hautes-Alpes
8939,"Charles, Pierre Chesnelong",14 avril 1820,Basses-Pyrénées,Pyrénées-Atlantiques
8940,"Auguste, Louis, Antoine Fabre",13 avril 1820,Aveyron,Hérault
8941,"Adolphe, Jean, Louis, Victor de Forcade de la Roquette",8 avril 1820,Seine,Paris
8942,"Francisque, Jean, François, Marie Balaÿ",5 avril 1820,Loire,Loire
8943,"Louis, Evariste Robert de Beauchamp",1er avril 1820,Vienne,Vienne
8944,"Charles, Ferdinand Gambon",19 mars 1820,Cher,Nièvre
8945,"Eugène, Louis Peyrusse",14 mars 1820,Aude,Aude
8946,"Bernard, Gabriel, Xavier Abbadie de Barrau",12 mars 1820,Landes,Gers
8947,"Etienne, Benoît Netien",28 février 1820,Seine-Inférieure,Seine-Maritime
8948,"Stanislas, Alphonse Cordier",27 février 1820,Orne,Paris
8949,"Jacques, François, Adolphe Marchand",16 février 1820,Charente,Charente
8950,Benoît-Martin Sourigues,11 février 1820,Basses-Pyrénées,Pyrénées-Atlantiques
8951,"Benoît, François, Désiré, Romuald Vuillermoz",6 février 1820,Jura,Inconnu
8952,"Jean, Edmond Laroche-Joubert",12 janvier 1820,Charente,Charente
8953,"Eugène, Charles de Cadier de Veauce",1er janvier 1820,Seine,Paris
8954,"Jean, Louis, Henri Villain",27 décembre 1819,Aisne,Aisne
8955,Jean Garnier-Bodéléac,24 décembre 1819,Côtes,Côtes
8956,"Alfred, Louis Darimon",17 décembre 1819,Nord,Inconnu
8957,Constantin Bergondi,14 décembre 1819,Alpes-Maritimes,Alpes-Maritimes
8958,"Auguste, Ernest d'Aboville",4 décembre 1819,Seine,Calvados
8959,"Etienne, Ludovic, Alexis Lamarque",4 décembre 1819,Dordogne,Inconnu
8960,"Louis, Edouard, Joseph Devaux",23 novembre 1819,Inconnu,Inconnu
8961,Ferdinand Ducarre,21 novembre 1819,Ain,Rhône
8962,"Emile, Auguste, Etienne Deschanel",19 novembre 1819,Seine,Paris
8963,Emile Fourcand,14 novembre 1819,Gironde,Gironde
8964,"Antoine, Joseph, Auguste Avond",9 novembre 1819,Haute-Loire,Rhône
8965,"Amant, Ambroise, Christophe de Rambourgt",25 octobre 1819,Aube,Aube
8966,"Auguste, Elisabeth, Joseph Bonamour de Talhouët-Roy",11 octobre 1819,Seine,Sarthe
8967,"Jean-Baptiste, Victor Versigny",2 octobre 1819,Paris,Inconnu
8968,Jean Jaffré,29 septembre 1819,Morbihan,Morbihan
8969,"Guillaume, Pierre, Marie Limayrac",30 août 1819,Lot,Inconnu
8970,"Adolphe, Louis Cochery",26 août 1819,Seine,Paris
8971,"François, Marcellin Gros-Gurin",20 août 1819,Jura,Ain
8972,"Louis, Alban Ganivet",12 août 1819,Charente,Paris
8973,Hyacinthe de Boisboissel,26 juillet 1819,Tarn,Loiret
8974,"Charles, Louis Combier",21 juillet 1819,Ardèche,Paris
8975,"Adolphe, Charles de Partz de Pressy",3 juillet 1819,Inconnu,Inconnu
8976,"Louis, Pierre Tribert",29 juin 1819,Seine,Deux-Sèvres
8977,"Antoine, Hesso de Reinach",21 juin 1819,Haut-Rhin,Haut-Rhin
8978,"Philippe, Jean, Barnabé Devoucoux",11 juin 1819,Nièvre,Haute-Garonne
8979,"Antoine, Hippolythe Barascud",10 juin 1819,Aveyron,Aveyron
8980,Edouard Lorois,9 juin 1819,Paris,Inconnu
8981,Eugène Jolibois,4 juin 1819,Somme,Yvelines
8982,"Louis, Charles, Elie, Armanieu Decazes de Glücksbjerg",29 mai 1819,Seine,Gironde
8983,Victor Gaultier de Vaucenay,25 mai 1819,Mayenne,Mayenne
8984,Achille d'Arfeuillères,9 mai 1819,Corrèze,Corrèze
8985,"André, Marie, Edouard Girod de l'Ain",5 mai 1819,Ain,Paris
8986,"Marie, François, Joseph, Jules André",2 mai 1819,Hérault,Hérault
8987,"Charles, Edouard, Ernest Perigois",25 avril 1819,Indre,Indre
8988,Alexandre Dethou,18 avril 1819,Yonne,Yonne
8989,Alphonse Bottard,16 avril 1819,Indre,Indre
8990,Frédéric Arnaud de l'Ariège,8 avril 1819,Ariège,Yvelines
8991,"Adhémar, Joseph, Louis de Guilloutet",6 avril 1819,Landes,Inconnu
8992,"François, Saturnin, Léonide Babaud-Laribière",5 avril 1819,Charente,Pyrénées-Orientales
8993,"Félix, Edmond, Hyacinthe Lambrecht",4 avril 1819,Nord,Yvelines
8994,"Louis,Théodore, Anne, Joseph Dein",28 mars 1819,Finistère,Sarthe
8995,"Hervé, Anne, Henri, Olivier, Adrien de Caulaincourt",23 mars 1819,Seine,Inconnu
8996,Ferdinand Mathieu,19 mars 1819,Paris,Inconnu
8997,Alfred Adrian,16 mars 1819,Paris,Inconnu
8998,Jean-Baptiste Lelièvre,14 mars 1819,Inconnu,Inconnu
8999,"Victor, Marie Chauffour",13 mars 1819,Haut-Rhin,Paris
9000,"Jean, Gustave, Alphonse de Lamothe",8 mars 1819,Haute-Garonne,Inconnu
9001,"Bernard, Camille Collas",2 mars 1819,Gironde,Inconnu
9002,"Louis, Armand Démarest",28 février 1819,Seine-Inférieure,Seine-Maritime
9003,"Saturnin, Christine, Pierre Vidal",26 février 1819,Ariège,Haute-Garonne
9004,"Pierre, Henri Sainte-Beuve",23 février 1819,Oise,Inconnu
9005,"Charles, Frédéric Fleury",19 février 1819,Orne,Orne
9006,Louis Tisserand,19 février 1819,Meurthe,Paris
9007,"François, Louis Soubigou",11 février 1819,Finistère,Finistère
9008,"Augustin, Marie Morvan",7 février 1819,Finistère,Finistère
9009,"Jules, Jean, François Labat",28 janvier 1819,Basses-Pyrénées,Pyrénées-Atlantiques
9010,"Amédée, Jérôme Langlois",7 janvier 1819,Seine,Paris
9011,"Jules, Louis, Auguste Evain",27 décembre 1818,Ardennes,Paris
9012,Gustave Steinheil,19 décembre 1818,Bas-Rhin,Bas-Rhin
9013,"Jean, Thomas Vendre",12 décembre 1818,Isère,Isère
9014,"Gustave, Charles, Prosper Reille",1er décembre 1818,Seine,Paris
9015,"Grégoire, Eugène Chabert",17 novembre 1818,Ardèche,Ardèche
9016,Eugène Vautrain,15 novembre 1818,Meurthe,Paris
9017,"Charles, Pierre, Antoine Rolland",4 novembre 1818,Inconnu,Inconnu
9018,"Louis, Joseph Buffet",26 octobre 1818,Vosges,Paris
9019,"Jean-Baptiste, Félix Mougeot",23 octobre 1818,Haute-Marne,Paris
9020,Jean Bérard,22 octobre 1818,Haute-Garonne,Isère
9021,"Esprit, Adolphe Segrétain",15 octobre 1818,Mayenne,Paris
9022,"Jean, Xavier, Victor, Charles de Fages de Latour de Rochemure",9 octobre 1818,Ardèche,Paris
9023,Jules Reiset,6 octobre 1818,Seine-Inférieure,Paris
9024,Eugène Gouin,18 septembre 1818,Paris,Inconnu
9025,Armand Caduc,13 septembre 1818,Gironde,Hautes-Pyrénées
9026,Paul Morin,12 septembre 1818,Inconnu,Inconnu
9027,"Jules, Nicolas, Alexandre Le Cesne",7 septembre 1818,Orne,Paris
9028,"Guillaume, Félix, Alphonse Marey-Monge",30 août 1818,Inconnu,Inconnu
9029,Jean Raynaud,28 août 1818,Dordogne,Dordogne
9030,"Auguste, Pierre Roy de Loulay",26 août 1818,Charente-Inférieure,Paris
9031,"Jules, Arnould, Marin Leproux",20 août 1818,Aisne,Aisne
9032,"Hermann, Jules Thurel",18 août 1818,Jura,Jura
9033,"Claude, Marie, Agapite Versigny",18 août 1818,Haute-Saône,Haute-Saône
9034,François de Joinville,14 août 1818,Paris,Inconnu
9035,Eugène Lisbonne,2 août 1818,Drôme,Hérault
9036,Charles Lherminier,22 juillet 1818,Orne,Orne
9037,"Auguste, Edmond Petit de Beauverger",18 juillet 1818,Seine,Inconnu
9038,"Jules, Charles, François d'Auxais",10 juillet 1818,Manche,Manche
9039,Etienne dit Stéphane de Pierres,7 juin 1818,Inconnu,Inconnu
9040,"Louis, Léon, César Faidherbe",3 juin 1818,Nord,Paris
9041,"Jules, Romain Barni",1er juin 1818,Nord,Somme
9042,"Antoine, Alexis Monnot-Arbilleur",31 mai 1818,Doubs,Doubs
9043,"Joseph, Théodore Petitbien",11 mai 1818,Meurthe,Inconnu
9044,Maximilien Richard,30 avril 1818,Seine,Inconnu
9045,"Louis, Maurice, Antoine Clerc",24 avril 1818,Isère,Drôme
9046,Jean-Marie Allenou,22 avril 1818,Côtes,Pyrénées-Atlantiques
9047,"Arthur, Thimotée, Antoine, Victor de Cumont",19 avril 1818,Inconnu,Inconnu
9048,"Jean, Symphorien, Gaétan de Vaudoré",13 avril 1818,Orne,Orne
9049,"Pierre, Antoine, Alphonse Soucaze",9 avril 1818,Hautes-Pyrénées,Hautes-Pyrénées
9050,"Hugues, Charles, Stanislas Cassal",1er avril 1818,Haut-Rhin,Inconnu
9051,"Charles, Adolphe Debelleyme",1er avril 1818,Seine,Paris
9052,Jean Dufour,28 mars 1818,Indre,Indre
9053,"Henri, Alexandre Gérard",22 mars 1818,Loiret,Paris
9054,"Pierre, Joseph, Théophile Delbetz",19 mars 1818,Dordogne,Dordogne
9055,"Joachim, Joseph Telliez-Béthune",8 mars 1818,Nord,Nord
9056,"Pierre, Marie Jouin",17 février 1818,Paris,Inconnu
9057,"Jean, Joseph,Théodore, Siméon Raynal",16 février 1818,Aude,Aude
